学生ID,年级,专业,订单ID,订单日期,商品类别,商品名称,商品单价,购买数量,订单金额,支付方式,是否使用优惠券,优惠金额,实付金额,收货地址,订单状态,评分,是否评价,下单时间
STU000388,大四,计算机科学,ORD00002539,2024-06-25 19:57:43.076222,电子产品,电子产品90,181.81,3,545.43,微信支付,True,61.54,483.88999999999993,校外住址,已完成,5.0,True,2024-06-25 17:18:42.076222
STU000541,大一,数据科学,ORD00002540,2024-08-28 19:57:43.076222,食品,食品97,24.5,2,49.0,银行卡,True,6.21,42.79,校外住址,处理中,,False,2024-08-28 08:11:24.076222
STU000523,大二,计算机科学,ORD00002541,2025-01-16 19:57:43.076222,学习用品,学习用品66,47.0,3,141.0,银行卡,True,15.54,125.46000000000001,校区1学生宿舍,已完成,2.0,True,2025-01-16 10:52:30.076222
STU000523,大二,计算机科学,ORD00002542,2024-06-17 19:57:43.076222,服装,服装86,253.89,4,1015.56,微信支付,False,0.0,1015.56,校区1学生宿舍,已完成,,False,2024-06-17 12:45:50.076222
STU000896,大二,计算机科学,ORD00002543,2024-08-07 19:57:43.076222,生活用品,生活用品2,77.53,4,310.12,微信支付,False,0.0,310.12,校区2学生宿舍,已完成,3.0,True,2024-08-07 15:43:53.076222
STU000014,大四,工商管理,ORD00002544,2025-01-25 19:57:43.076222,生活用品,生活用品44,39.94,4,159.76,银行卡,True,8.51,151.25,校外住址,已取消,,False,2025-01-25 13:24:20.076222
STU000014,大四,工商管理,ORD00002545,2024-06-21 19:57:43.076222,电子产品,电子产品40,1480.84,4,5923.36,校园卡,False,0.0,5923.36,校区3学生宿舍,已完成,,False,2024-06-21 11:44:47.076222
STU000014,大四,工商管理,ORD00002546,2024-09-14 19:57:43.076222,食品,食品18,78.9,3,236.7,银行卡,False,0.0,236.7,校区3学生宿舍,已完成,,False,2024-09-14 12:54:20.076222
STU000014,大四,工商管理,ORD00002547,2025-04-20 19:57:43.076222,运动器材,运动器材14,308.05,5,1540.25,支付宝,True,217.85,1322.4,校区3学生宿舍,已取消,,False,2025-04-20 11:48:59.076222
STU000754,大四,工商管理,ORD00002548,2024-09-24 19:57:43.076222,运动器材,运动器材54,294.55,2,589.1,银行卡,False,0.0,589.1,校外住址,已完成,,False,2024-09-24 21:18:47.076222
STU000754,大四,工商管理,ORD00002549,2024-06-07 19:57:43.076222,图书,图书27,27.84,3,83.52,支付宝,False,0.0,83.52,校区1学生宿舍,已取消,,False,2024-06-07 14:32:47.076222
STU000754,大四,工商管理,ORD00002550,2025-03-14 19:57:43.076222,电子产品,电子产品81,2226.2,3,6678.6,校园卡,True,237.06,6441.54,校外住址,已完成,,False,2025-03-14 09:15:58.076222
STU000386,大二,物流管理,ORD00002551,2024-09-20 19:57:43.076222,运动器材,运动器材42,399.84,2,799.68,银行卡,True,39.06,760.6199999999999,校区3学生宿舍,已取消,,False,2024-09-20 12:17:49.076222
STU000386,大二,物流管理,ORD00002552,2024-06-16 19:57:43.076222,服装,服装69,115.53,1,115.53,支付宝,False,0.0,115.53,校外住址,处理中,,False,2024-06-16 12:25:12.076222
STU000386,大二,物流管理,ORD00002553,2025-04-12 19:57:43.076222,电子产品,电子产品89,4811.42,2,9622.84,银行卡,True,892.98,8729.86,校外住址,已完成,5.0,True,2025-04-12 13:45:59.076222
STU000958,大四,物流管理,ORD00002554,2024-09-25 19:57:43.076222,食品,食品45,75.1,4,300.4,校园卡,True,57.24,243.15999999999997,校区1学生宿舍,已完成,,False,2024-09-25 14:43:35.076222
STU000958,大四,物流管理,ORD00002555,2025-01-15 19:57:43.076222,生活用品,生活用品36,155.38,4,621.52,支付宝,True,51.36,570.16,校区2学生宿舍,已完成,1.0,True,2025-01-15 13:46:36.076222
STU000958,大四,物流管理,ORD00002556,2025-05-19 19:57:43.076222,电子产品,电子产品13,783.54,2,1567.08,校园卡,True,271.74,1295.34,校区2学生宿舍,已完成,3.0,True,2025-05-19 16:55:46.076222
STU000958,大四,物流管理,ORD00002557,2024-10-07 19:57:43.076222,服装,服装1,105.12,3,315.36,支付宝,True,20.08,295.28000000000003,校区2学生宿舍,已取消,,False,2024-10-07 10:16:49.076222
STU000958,大四,物流管理,ORD00002558,2024-09-15 19:57:43.076222,服装,服装39,90.66,4,362.64,支付宝,True,65.61,297.03,校外住址,已完成,4.0,True,2024-09-15 14:20:42.076222
STU000458,大四,市场营销,ORD00002559,2025-01-01 19:57:43.076222,学习用品,学习用品100,42.27,4,169.08,校园卡,False,0.0,169.08,校区2学生宿舍,处理中,,False,2025-01-01 10:12:09.076222
STU000458,大四,市场营销,ORD00002560,2024-06-19 19:57:43.076222,生活用品,生活用品27,51.07,4,204.28,校园卡,False,0.0,204.28,校区3学生宿舍,已取消,,False,2024-06-19 20:18:40.076222
STU000458,大四,市场营销,ORD00002561,2024-12-30 19:57:43.076222,食品,食品23,71.67,1,71.67,校园卡,True,3.02,68.65,校区2学生宿舍,已取消,,False,2024-12-30 19:34:28.076222
STU000479,大二,工商管理,ORD00002562,2024-09-04 19:57:43.076222,学习用品,学习用品96,14.11,4,56.44,银行卡,True,9.62,46.82,校区1学生宿舍,已完成,,False,2024-09-04 11:30:10.076222
STU000479,大二,工商管理,ORD00002563,2024-08-05 19:57:43.076222,生活用品,生活用品86,62.41,1,62.41,银行卡,True,8.75,53.66,校区1学生宿舍,已完成,,False,2024-08-05 17:50:56.076222
STU000479,大二,工商管理,ORD00002564,2024-10-11 19:57:43.076222,生活用品,生活用品8,133.7,1,133.7,支付宝,False,0.0,133.7,校区2学生宿舍,已完成,,False,2024-10-11 09:14:06.076222
STU000479,大二,工商管理,ORD00002565,2024-12-04 19:57:43.076222,食品,食品40,79.17,2,158.34,支付宝,False,0.0,158.34,校区3学生宿舍,已完成,5.0,True,2024-12-04 19:53:20.076222
STU000769,大一,数据科学,ORD00002566,2025-04-10 19:57:43.076222,服装,服装14,196.14,4,784.56,支付宝,False,0.0,784.56,校区3学生宿舍,已完成,5.0,True,2025-04-10 10:48:53.076222
STU000769,大一,数据科学,ORD00002567,2025-02-05 19:57:43.076222,服装,服装38,145.29,5,726.45,银行卡,True,55.6,670.85,校区2学生宿舍,已完成,1.0,True,2025-02-05 20:57:00.076222
STU000769,大一,数据科学,ORD00002568,2025-03-18 19:57:43.076222,学习用品,学习用品4,24.9,1,24.9,银行卡,False,0.0,24.9,校区2学生宿舍,已完成,4.0,True,2025-03-18 17:17:04.076222
STU000642,大四,数据科学,ORD00002569,2025-02-22 19:57:43.076222,服装,服装88,296.42,3,889.26,校园卡,True,150.88,738.38,校区3学生宿舍,已完成,4.0,True,2025-02-22 09:55:11.076222
STU000642,大四,数据科学,ORD00002570,2024-08-06 19:57:43.076222,电子产品,电子产品9,2903.95,5,14519.75,支付宝,False,0.0,14519.75,校区1学生宿舍,已完成,,False,2024-08-06 22:04:51.076222
STU000642,大四,数据科学,ORD00002571,2025-05-06 19:57:43.076222,食品,食品96,65.49,2,130.98,支付宝,False,0.0,130.98,校区1学生宿舍,已完成,2.0,True,2025-05-06 19:40:59.076222
STU000642,大四,数据科学,ORD00002572,2024-12-23 19:57:43.076222,食品,食品33,18.49,4,73.96,银行卡,False,0.0,73.96,校区1学生宿舍,已完成,2.0,True,2024-12-23 23:48:05.076222
STU000779,大三,市场营销,ORD00002573,2024-09-27 19:57:43.076222,图书,图书24,42.19,1,42.19,支付宝,True,2.47,39.72,校区2学生宿舍,已取消,,False,2024-09-27 13:00:52.076222
STU000779,大三,市场营销,ORD00002574,2024-11-18 19:57:43.076222,运动器材,运动器材21,71.4,2,142.8,银行卡,False,0.0,142.8,校外住址,已完成,4.0,True,2024-11-18 08:07:52.076222
STU000779,大三,市场营销,ORD00002575,2025-03-26 19:57:43.076222,食品,食品77,40.07,2,80.14,支付宝,True,13.64,66.5,校区2学生宿舍,已完成,,False,2025-03-26 12:17:47.076222
STU000779,大三,市场营销,ORD00002576,2024-09-15 19:57:43.076222,生活用品,生活用品97,62.95,3,188.85,微信支付,True,30.91,157.94,校区2学生宿舍,处理中,,False,2024-09-15 19:02:47.076222
STU000779,大三,市场营销,ORD00002577,2025-01-24 19:57:43.076222,服装,服装87,137.31,5,686.55,微信支付,True,108.25,578.3,校区3学生宿舍,已完成,5.0,True,2025-01-24 17:03:48.076222
STU000658,大四,市场营销,ORD00002578,2024-09-28 19:57:43.076222,电子产品,电子产品67,2961.76,5,14808.8,银行卡,False,0.0,14808.8,校区1学生宿舍,已完成,,False,2024-09-28 14:14:01.076222
STU000658,大四,市场营销,ORD00002579,2025-04-12 19:57:43.076222,服装,服装6,107.62,1,107.62,校园卡,False,0.0,107.62,校区2学生宿舍,处理中,,False,2025-04-12 12:37:41.076222
STU000658,大四,市场营销,ORD00002580,2024-05-30 19:57:43.076222,服装,服装4,233.57,1,233.57,校园卡,False,0.0,233.57,校外住址,处理中,,False,2024-05-30 11:21:37.076222
STU000658,大四,市场营销,ORD00002581,2024-07-19 19:57:43.076222,生活用品,生活用品37,184.03,2,368.06,校园卡,False,0.0,368.06,校区1学生宿舍,已完成,1.0,True,2024-07-19 09:30:16.076222
STU000587,大二,数据科学,ORD00002582,2024-07-13 19:57:43.076222,图书,图书68,81.32,1,81.32,校园卡,False,0.0,81.32,校区2学生宿舍,已完成,1.0,True,2024-07-13 16:22:25.076222
STU000587,大二,数据科学,ORD00002583,2025-02-15 19:57:43.076222,食品,食品52,70.68,3,212.04,银行卡,False,0.0,212.04,校区3学生宿舍,已完成,,False,2025-02-15 16:38:24.076222
STU000587,大二,数据科学,ORD00002584,2024-05-22 19:57:43.076222,食品,食品61,29.72,2,59.44,校园卡,False,0.0,59.44,校区1学生宿舍,处理中,,False,2024-05-22 17:54:56.076222
STU000587,大二,数据科学,ORD00002585,2024-07-12 19:57:43.076222,电子产品,电子产品17,2835.81,1,2835.81,校园卡,True,109.44,2726.37,校区2学生宿舍,已取消,,False,2024-07-12 12:22:53.076222
STU000314,大二,数据科学,ORD00002586,2024-09-23 19:57:43.076222,运动器材,运动器材17,102.64,3,307.92,银行卡,True,8.42,299.5,校区3学生宿舍,已取消,,False,2024-09-23 23:28:23.076222
STU000575,大三,数据科学,ORD00002587,2024-06-15 19:57:43.076222,电子产品,电子产品83,2194.03,1,2194.03,支付宝,False,0.0,2194.03,校区3学生宿舍,已完成,4.0,True,2024-06-15 12:16:53.076222
STU000575,大三,数据科学,ORD00002588,2024-09-24 19:57:43.076222,服装,服装98,161.62,2,323.24,校园卡,False,0.0,323.24,校区2学生宿舍,已完成,5.0,True,2024-09-24 08:13:39.076222
STU000575,大三,数据科学,ORD00002589,2024-09-20 19:57:43.076222,生活用品,生活用品72,44.42,3,133.26,银行卡,False,0.0,133.26,校区2学生宿舍,已完成,,False,2024-09-20 13:38:51.076222
STU000575,大三,数据科学,ORD00002590,2024-09-18 19:57:43.076222,服装,服装35,55.11,1,55.11,银行卡,False,0.0,55.11,校外住址,已取消,,False,2024-09-18 17:29:21.076222
STU000689,大四,信息管理,ORD00002591,2025-01-12 19:57:43.076222,学习用品,学习用品50,39.24,3,117.72,校园卡,True,13.56,104.16,校区1学生宿舍,已完成,,False,2025-01-12 17:23:52.076222
STU000689,大四,信息管理,ORD00002592,2025-03-10 19:57:43.076222,食品,食品27,30.97,4,123.88,银行卡,False,0.0,123.88,校区3学生宿舍,已完成,2.0,True,2025-03-10 08:21:30.076222
STU000926,大一,计算机科学,ORD00002593,2025-02-09 19:57:43.076222,运动器材,运动器材5,182.0,1,182.0,银行卡,True,25.69,156.31,校外住址,已完成,,False,2025-02-09 16:56:13.076222
STU000926,大一,计算机科学,ORD00002594,2024-08-10 19:57:43.076222,运动器材,运动器材55,454.03,1,454.03,支付宝,False,0.0,454.03,校外住址,处理中,,False,2024-08-10 10:43:46.076222
STU000926,大一,计算机科学,ORD00002595,2024-12-04 19:57:43.076222,服装,服装43,154.9,5,774.5,银行卡,True,63.54,710.96,校区1学生宿舍,已完成,1.0,True,2024-12-04 16:34:54.076222
STU000926,大一,计算机科学,ORD00002596,2025-02-28 19:57:43.076222,图书,图书9,78.4,4,313.6,微信支付,True,59.01,254.59000000000003,校外住址,已完成,,False,2025-02-28 13:35:53.076222
STU000926,大一,计算机科学,ORD00002597,2025-03-16 19:57:43.076222,运动器材,运动器材87,124.81,1,124.81,支付宝,False,0.0,124.81,校区3学生宿舍,已取消,,False,2025-03-16 13:16:36.076222
STU000901,大四,计算机科学,ORD00002598,2025-04-11 19:57:43.076222,生活用品,生活用品92,37.99,3,113.97,微信支付,False,0.0,113.97,校区3学生宿舍,处理中,,False,2025-04-11 19:12:29.076222
STU000901,大四,计算机科学,ORD00002599,2024-06-20 19:57:43.076222,图书,图书64,47.89,3,143.67,支付宝,False,0.0,143.67,校区3学生宿舍,已完成,5.0,True,2024-06-20 19:36:25.076222
STU000901,大四,计算机科学,ORD00002600,2025-01-27 19:57:43.076222,运动器材,运动器材96,245.84,1,245.84,校园卡,False,0.0,245.84,校区3学生宿舍,已完成,3.0,True,2025-01-27 08:00:03.076222
STU000901,大四,计算机科学,ORD00002601,2024-06-07 19:57:43.076222,运动器材,运动器材78,216.32,4,865.28,银行卡,True,25.78,839.5,校区3学生宿舍,已完成,4.0,True,2024-06-07 09:28:49.076222
STU000901,大四,计算机科学,ORD00002602,2024-08-09 19:57:43.076222,生活用品,生活用品27,114.33,4,457.32,校园卡,True,16.14,441.18,校区3学生宿舍,已取消,,False,2024-08-09 17:09:29.076222
STU000603,大四,数据科学,ORD00002603,2025-03-22 19:57:43.076222,电子产品,电子产品42,663.05,3,1989.15,校园卡,False,0.0,1989.15,校区2学生宿舍,处理中,,False,2025-03-22 21:26:40.076222
STU000603,大四,数据科学,ORD00002604,2025-01-03 19:57:43.076222,图书,图书8,86.13,3,258.39,校园卡,False,0.0,258.39,校区2学生宿舍,已取消,,False,2025-01-03 23:58:04.076222
STU000603,大四,数据科学,ORD00002605,2024-08-24 19:57:43.076222,生活用品,生活用品42,83.83,2,167.66,微信支付,True,26.69,140.97,校外住址,处理中,,False,2024-08-24 22:07:35.076222
STU000003,大一,工商管理,ORD00002606,2024-10-15 19:57:43.076222,电子产品,电子产品53,1360.21,1,1360.21,银行卡,True,95.27,1264.94,校区1学生宿舍,已完成,3.0,True,2024-10-15 14:57:06.076222
STU000003,大一,工商管理,ORD00002607,2025-01-28 19:57:43.076222,食品,食品28,23.29,3,69.87,校园卡,True,6.12,63.75000000000001,校外住址,已完成,,False,2025-01-28 11:28:27.076222
STU000003,大一,工商管理,ORD00002608,2024-05-24 19:57:43.076222,食品,食品93,26.06,3,78.18,银行卡,False,0.0,78.18,校区2学生宿舍,已完成,3.0,True,2024-05-24 11:31:58.076222
STU000003,大一,工商管理,ORD00002609,2025-01-11 19:57:43.076222,食品,食品51,93.96,2,187.92,微信支付,True,31.88,156.04,校区3学生宿舍,已完成,2.0,True,2025-01-11 17:15:04.076222
STU000069,大三,数据科学,ORD00002610,2024-10-25 19:57:43.076222,食品,食品21,89.72,3,269.16,支付宝,True,18.06,251.10000000000002,校外住址,已完成,,False,2024-10-25 22:57:32.076222
STU000069,大三,数据科学,ORD00002611,2025-05-04 19:57:43.076222,电子产品,电子产品90,3139.74,4,12558.96,校园卡,False,0.0,12558.96,校区1学生宿舍,处理中,,False,2025-05-04 18:45:50.076222
STU000069,大三,数据科学,ORD00002612,2024-06-05 19:57:43.076222,图书,图书20,71.07,2,142.14,支付宝,True,6.75,135.39,校区2学生宿舍,已完成,,False,2024-06-05 10:55:08.076222
STU000069,大三,数据科学,ORD00002613,2025-05-19 19:57:43.076222,食品,食品82,49.51,4,198.04,微信支付,False,0.0,198.04,校区1学生宿舍,已完成,,False,2025-05-19 18:14:47.076222
STU000069,大三,数据科学,ORD00002614,2024-10-09 19:57:43.076222,电子产品,电子产品90,3488.87,1,3488.87,微信支付,False,0.0,3488.87,校区3学生宿舍,已取消,,False,2024-10-09 15:21:14.076222
STU000764,大四,计算机科学,ORD00002615,2025-01-13 19:57:43.076222,生活用品,生活用品24,85.82,1,85.82,支付宝,True,4.12,81.69999999999999,校区1学生宿舍,已取消,,False,2025-01-13 18:28:14.076222
STU000764,大四,计算机科学,ORD00002616,2024-09-11 19:57:43.076222,食品,食品15,87.15,4,348.6,校园卡,False,0.0,348.6,校区3学生宿舍,已完成,,False,2024-09-11 19:08:26.076222
STU000764,大四,计算机科学,ORD00002617,2024-07-20 19:57:43.076222,学习用品,学习用品21,5.5,4,22.0,校园卡,False,0.0,22.0,校区3学生宿舍,处理中,,False,2024-07-20 23:00:23.076222
STU000764,大四,计算机科学,ORD00002618,2024-06-07 19:57:43.076222,生活用品,生活用品76,115.69,4,462.76,银行卡,False,0.0,462.76,校区2学生宿舍,已完成,2.0,True,2024-06-07 18:59:43.076222
STU000764,大四,计算机科学,ORD00002619,2025-04-20 19:57:43.076222,电子产品,电子产品83,2850.45,3,8551.35,微信支付,True,1495.21,7056.14,校外住址,已完成,,False,2025-04-20 08:02:24.076222
STU000682,大三,计算机科学,ORD00002620,2024-11-23 19:57:43.076222,学习用品,学习用品26,41.02,4,164.08,银行卡,False,0.0,164.08,校区3学生宿舍,处理中,,False,2024-11-23 10:55:37.076222
STU000682,大三,计算机科学,ORD00002621,2025-02-10 19:57:43.076222,服装,服装33,120.34,5,601.7,校园卡,True,100.5,501.20000000000005,校区2学生宿舍,已完成,,False,2025-02-10 16:48:55.076222
STU000682,大三,计算机科学,ORD00002622,2025-02-15 19:57:43.076222,图书,图书12,106.97,1,106.97,银行卡,False,0.0,106.97,校区2学生宿舍,已完成,1.0,True,2025-02-15 16:26:48.076222
STU000700,大四,计算机科学,ORD00002623,2024-10-30 19:57:43.076222,电子产品,电子产品66,3873.1,4,15492.4,支付宝,True,468.39,15024.01,校外住址,已完成,3.0,True,2024-10-30 09:47:43.076222
STU000700,大四,计算机科学,ORD00002624,2024-05-21 19:57:43.076222,学习用品,学习用品69,28.76,3,86.28,校园卡,True,2.9,83.38,校外住址,处理中,,False,2024-05-21 10:39:35.076222
STU000700,大四,计算机科学,ORD00002625,2024-06-11 19:57:43.076222,运动器材,运动器材52,320.49,5,1602.45,支付宝,False,0.0,1602.45,校区3学生宿舍,已完成,,False,2024-06-11 11:51:08.076222
STU000773,大二,计算机科学,ORD00002626,2024-05-27 19:57:43.076222,生活用品,生活用品25,78.25,1,78.25,微信支付,True,5.16,73.09,校区1学生宿舍,处理中,,False,2024-05-27 11:17:01.076222
STU000773,大二,计算机科学,ORD00002627,2024-10-11 19:57:43.076222,图书,图书91,64.19,1,64.19,微信支付,True,7.1,57.089999999999996,校区1学生宿舍,处理中,,False,2024-10-11 09:21:24.076222
STU000773,大二,计算机科学,ORD00002628,2024-11-10 19:57:43.076222,图书,图书31,113.69,5,568.45,支付宝,False,0.0,568.45,校区1学生宿舍,已取消,,False,2024-11-10 13:06:49.076222
STU000773,大二,计算机科学,ORD00002629,2024-07-08 19:57:43.076222,食品,食品58,61.16,4,244.64,银行卡,False,0.0,244.64,校区2学生宿舍,已完成,1.0,True,2024-07-08 17:57:27.076222
STU000148,大一,电子商务,ORD00002630,2025-05-16 19:57:43.076222,图书,图书89,93.58,3,280.74,校园卡,True,22.26,258.48,校区3学生宿舍,已完成,4.0,True,2025-05-16 16:37:57.076222
STU000148,大一,电子商务,ORD00002631,2025-03-22 19:57:43.076222,学习用品,学习用品46,22.5,2,45.0,银行卡,True,0.0,45.0,校外住址,已完成,3.0,True,2025-03-22 19:26:43.076222
STU000148,大一,电子商务,ORD00002632,2024-07-20 19:57:43.076222,运动器材,运动器材74,225.83,4,903.32,校园卡,False,0.0,903.32,校区1学生宿舍,已取消,,False,2024-07-20 14:01:18.076222
STU000311,大二,数据科学,ORD00002633,2025-03-07 19:57:43.076222,图书,图书91,57.79,4,231.16,校园卡,True,18.4,212.76,校外住址,已完成,5.0,True,2025-03-07 12:56:46.076222
STU000814,大二,信息管理,ORD00002634,2024-07-24 19:57:43.076222,运动器材,运动器材24,60.34,2,120.68,银行卡,True,23.97,96.71000000000001,校外住址,处理中,,False,2024-07-24 20:16:06.076222
STU000814,大二,信息管理,ORD00002635,2024-07-09 19:57:43.076222,电子产品,电子产品96,1883.97,5,9419.85,支付宝,False,0.0,9419.85,校区3学生宿舍,已完成,,False,2024-07-09 20:07:32.076222
STU000876,大二,数据科学,ORD00002636,2024-09-22 19:57:43.076222,服装,服装46,169.88,1,169.88,支付宝,False,0.0,169.88,校区2学生宿舍,已完成,,False,2024-09-22 23:32:33.076222
STU000876,大二,数据科学,ORD00002637,2025-03-17 19:57:43.076222,电子产品,电子产品77,2223.52,1,2223.52,银行卡,False,0.0,2223.52,校区2学生宿舍,已完成,,False,2025-03-17 13:23:42.076222
STU000876,大二,数据科学,ORD00002638,2024-07-31 19:57:43.076222,食品,食品61,71.95,4,287.8,校园卡,True,13.81,273.99,校区2学生宿舍,已取消,,False,2024-07-31 10:51:11.076222
STU000928,大三,计算机科学,ORD00002639,2025-02-16 19:57:43.076222,电子产品,电子产品18,3723.7,5,18618.5,支付宝,False,0.0,18618.5,校区1学生宿舍,已完成,,False,2025-02-16 13:57:50.076222
STU000928,大三,计算机科学,ORD00002640,2024-07-04 19:57:43.076222,运动器材,运动器材3,273.71,4,1094.84,微信支付,True,92.07,1002.77,校区3学生宿舍,已取消,,False,2024-07-04 19:55:58.076222
STU000677,大三,市场营销,ORD00002641,2025-01-07 19:57:43.076222,电子产品,电子产品28,3368.04,3,10104.12,微信支付,False,0.0,10104.12,校区2学生宿舍,已完成,,False,2025-01-07 10:01:47.076222
STU000677,大三,市场营销,ORD00002642,2024-09-19 19:57:43.076222,图书,图书82,127.51,1,127.51,支付宝,False,0.0,127.51,校外住址,处理中,,False,2024-09-19 22:54:36.076222
STU000677,大三,市场营销,ORD00002643,2024-12-23 19:57:43.076222,食品,食品13,96.37,4,385.48,支付宝,False,0.0,385.48,校区2学生宿舍,已完成,,False,2024-12-23 09:45:59.076222
STU000677,大三,市场营销,ORD00002644,2025-04-23 19:57:43.076222,运动器材,运动器材11,182.87,1,182.87,银行卡,True,18.63,164.24,校区2学生宿舍,已完成,,False,2025-04-23 20:01:50.076222
STU000729,大四,信息管理,ORD00002645,2025-04-02 19:57:43.076222,运动器材,运动器材28,339.96,3,1019.88,微信支付,True,176.74,843.14,校区3学生宿舍,处理中,,False,2025-04-02 12:08:20.076222
STU000729,大四,信息管理,ORD00002646,2025-03-31 19:57:43.076222,电子产品,电子产品33,1392.02,2,2784.04,校园卡,False,0.0,2784.04,校外住址,已完成,,False,2025-03-31 13:29:29.076222
STU000729,大四,信息管理,ORD00002647,2025-01-03 19:57:43.076222,图书,图书37,26.23,3,78.69,校园卡,True,10.36,68.33,校区3学生宿舍,已取消,,False,2025-01-03 13:05:06.076222
STU000729,大四,信息管理,ORD00002648,2024-12-27 19:57:43.076222,学习用品,学习用品65,36.99,2,73.98,校园卡,True,7.86,66.12,校外住址,已取消,,False,2024-12-27 23:34:53.076222
STU000831,大一,信息管理,ORD00002649,2025-04-26 19:57:43.076222,服装,服装8,119.43,4,477.72,银行卡,True,35.21,442.51000000000005,校区3学生宿舍,已取消,,False,2025-04-26 22:48:30.076222
STU000831,大一,信息管理,ORD00002650,2025-03-11 19:57:43.076222,图书,图书11,108.72,2,217.44,银行卡,True,22.88,194.56,校区2学生宿舍,已完成,1.0,True,2025-03-11 18:19:26.076222
STU000607,大三,工商管理,ORD00002651,2025-01-02 19:57:43.076222,图书,图书96,88.29,4,353.16,支付宝,True,36.72,316.44000000000005,校外住址,已取消,,False,2025-01-02 14:45:26.076222
STU000607,大三,工商管理,ORD00002652,2024-09-12 19:57:43.076222,运动器材,运动器材15,196.51,5,982.55,校园卡,False,0.0,982.55,校区3学生宿舍,处理中,,False,2024-09-12 12:45:04.076222
STU000607,大三,工商管理,ORD00002653,2024-12-30 19:57:43.076222,电子产品,电子产品59,4768.99,2,9537.98,微信支付,False,0.0,9537.98,校区1学生宿舍,处理中,,False,2024-12-30 10:39:17.076222
STU000607,大三,工商管理,ORD00002654,2025-01-28 19:57:43.076222,食品,食品46,48.03,5,240.15,校园卡,False,0.0,240.15,校区2学生宿舍,处理中,,False,2025-01-28 20:56:53.076222
STU000967,大四,物流管理,ORD00002655,2025-01-12 19:57:43.076222,生活用品,生活用品13,147.44,1,147.44,校园卡,True,23.89,123.55,校区1学生宿舍,已完成,1.0,True,2025-01-12 08:50:01.076222
STU000967,大四,物流管理,ORD00002656,2024-08-19 19:57:43.076222,生活用品,生活用品14,140.2,4,560.8,校园卡,True,44.32,516.4799999999999,校外住址,已完成,3.0,True,2024-08-19 18:37:21.076222
STU000967,大四,物流管理,ORD00002657,2025-03-14 19:57:43.076222,运动器材,运动器材81,304.28,1,304.28,校园卡,False,0.0,304.28,校区1学生宿舍,已完成,1.0,True,2025-03-14 08:45:16.076222
STU000967,大四,物流管理,ORD00002658,2025-02-07 19:57:43.076222,图书,图书91,137.03,4,548.12,微信支付,False,0.0,548.12,校区3学生宿舍,已完成,4.0,True,2025-02-07 20:27:22.076222
STU000967,大四,物流管理,ORD00002659,2025-04-02 19:57:43.076222,服装,服装43,83.56,5,417.8,支付宝,True,79.37,338.43,校区1学生宿舍,已完成,4.0,True,2025-04-02 22:09:47.076222
STU000669,大二,信息管理,ORD00002660,2024-09-28 19:57:43.076222,电子产品,电子产品28,1704.98,2,3409.96,校园卡,False,0.0,3409.96,校外住址,已完成,,False,2024-09-28 23:31:28.076222
STU000669,大二,信息管理,ORD00002661,2024-07-25 19:57:43.076222,食品,食品83,57.88,3,173.64,银行卡,False,0.0,173.64,校区1学生宿舍,已完成,2.0,True,2024-07-25 08:19:45.076222
STU000095,大三,计算机科学,ORD00002662,2025-01-15 19:57:43.076222,食品,食品34,66.66,1,66.66,银行卡,True,11.56,55.099999999999994,校区1学生宿舍,已完成,,False,2025-01-15 09:30:53.076222
STU000095,大三,计算机科学,ORD00002663,2024-12-07 19:57:43.076222,图书,图书96,98.55,4,394.2,支付宝,False,0.0,394.2,校区3学生宿舍,处理中,,False,2024-12-07 23:09:50.076222
STU000095,大三,计算机科学,ORD00002664,2025-01-10 19:57:43.076222,学习用品,学习用品26,18.04,2,36.08,银行卡,True,2.66,33.42,校区2学生宿舍,已完成,1.0,True,2025-01-10 12:22:48.076222
STU000095,大三,计算机科学,ORD00002665,2025-03-09 19:57:43.076222,服装,服装41,268.57,2,537.14,支付宝,False,0.0,537.14,校外住址,已取消,,False,2025-03-09 20:31:13.076222
STU000095,大三,计算机科学,ORD00002666,2025-01-17 19:57:43.076222,生活用品,生活用品35,154.3,1,154.3,银行卡,False,0.0,154.3,校区3学生宿舍,已完成,5.0,True,2025-01-17 22:53:24.076222
STU000188,大四,计算机科学,ORD00002667,2024-09-30 19:57:43.076222,生活用品,生活用品51,56.83,5,284.15,微信支付,False,0.0,284.15,校区2学生宿舍,处理中,,False,2024-09-30 11:49:36.076222
STU000342,大四,物流管理,ORD00002668,2024-10-19 19:57:43.076222,服装,服装8,186.63,2,373.26,银行卡,True,43.53,329.73,校外住址,已完成,,False,2024-10-19 20:13:01.076222
STU000342,大四,物流管理,ORD00002669,2024-08-30 19:57:43.076222,食品,食品58,73.99,2,147.98,银行卡,True,23.46,124.51999999999998,校区1学生宿舍,已完成,,False,2024-08-30 20:16:03.076222
STU000342,大四,物流管理,ORD00002670,2025-05-19 19:57:43.076222,运动器材,运动器材89,441.99,1,441.99,银行卡,True,7.99,434.0,校区3学生宿舍,处理中,,False,2025-05-19 14:55:59.076222
STU000342,大四,物流管理,ORD00002671,2025-04-08 19:57:43.076222,图书,图书70,98.57,2,197.14,银行卡,False,0.0,197.14,校区2学生宿舍,已完成,,False,2025-04-08 18:37:47.076222
