订单ID,商品ID,购买数量,单价,小计金额,是否退换货,退换货原因
ORD00002252,PRD000178,5,73.66,368.29999999999995,False,尺寸不合适
ORD00002252,PRD000109,5,920.07,4600.35,False,不喜欢
ORD00002253,PRD000046,2,35.95,71.9,True,尺寸不合适
ORD00002253,PRD000180,1,1616.64,1616.64,False,尺寸不合适
ORD00002253,PRD000194,4,41.47,165.88,False,不喜欢
ORD00002253,PRD000119,2,142.98,285.96,True,尺寸不合适
ORD00002253,PRD000073,5,69.33,346.65,True,尺寸不合适
ORD00002254,PRD000081,1,23.57,23.57,False,不喜欢
ORD00002254,PRD000125,4,68.29,273.16,False,尺寸不合适
ORD00002254,PRD000189,5,23.62,118.10000000000001,False,尺寸不合适
ORD00002254,PRD000007,5,224.61,1123.0500000000002,False,尺寸不合适
ORD00002255,PRD000083,1,99.78,99.78,True,质量问题
ORD00002255,PRD000045,5,54.02,270.1,True,不喜欢
ORD00002255,PRD000123,4,33.53,134.12,True,尺寸不合适
ORD00002255,PRD000148,1,60.34,60.34,True,尺寸不合适
ORD00002256,PRD000133,4,3880.46,15521.84,False,质量问题
ORD00002256,PRD000120,1,59.83,59.83,False,质量问题
ORD00002256,PRD000010,5,236.62,1183.1,False,不喜欢
ORD00002257,PRD000024,5,85.85,429.25,False,尺寸不合适
ORD00002257,PRD000064,5,144.21,721.0500000000001,False,不喜欢
ORD00002258,PRD000157,5,93.78,468.9,True,不喜欢
ORD00002258,PRD000176,1,26.1,26.1,True,其他
ORD00002258,PRD000039,1,150.35,150.35,True,质量问题
ORD00002259,PRD000173,1,4433.55,4433.55,False,不喜欢
ORD00002259,PRD000129,5,182.45,912.25,True,尺寸不合适
ORD00002260,PRD000105,3,697.61,2092.83,True,质量问题
ORD00002260,PRD000008,1,29.07,29.07,False,尺寸不合适
ORD00002261,PRD000111,4,274.96,1099.84,True,质量问题
ORD00002261,PRD000166,5,61.79,308.95,True,尺寸不合适
ORD00002261,PRD000197,4,4589.2,18356.8,True,尺寸不合适
ORD00002261,PRD000112,3,103.79,311.37,False,尺寸不合适
ORD00002261,PRD000006,2,44.65,89.3,False,尺寸不合适
ORD00002262,PRD000194,3,41.47,124.41,True,尺寸不合适
ORD00002263,PRD000102,5,1240.77,6203.85,True,尺寸不合适
ORD00002263,PRD000095,1,190.45,190.45,False,尺寸不合适
ORD00002263,PRD000090,4,2271.49,9085.96,True,尺寸不合适
ORD00002263,PRD000097,2,74.34,148.68,True,尺寸不合适
ORD00002264,PRD000063,4,166.02,664.08,False,质量问题
ORD00002264,PRD000028,3,169.83,509.49,False,不喜欢
ORD00002264,PRD000064,4,144.21,576.84,False,质量问题
ORD00002265,PRD000036,4,39.09,156.36,False,不喜欢
ORD00002265,PRD000107,4,66.62,266.48,False,尺寸不合适
ORD00002265,PRD000112,1,103.79,103.79,False,尺寸不合适
ORD00002265,PRD000181,5,117.31,586.55,False,不喜欢
ORD00002266,PRD000065,4,91.85,367.4,False,不喜欢
ORD00002266,PRD000170,3,3470.53,10411.59,False,尺寸不合适
ORD00002266,PRD000066,1,1170.97,1170.97,False,质量问题
ORD00002266,PRD000041,1,31.99,31.99,False,尺寸不合适
ORD00002267,PRD000119,4,142.98,571.92,False,尺寸不合适
ORD00002267,PRD000031,1,139.58,139.58,False,尺寸不合适
ORD00002267,PRD000084,2,94.31,188.62,False,质量问题
ORD00002267,PRD000084,3,94.31,282.93,False,尺寸不合适
ORD00002268,PRD000170,2,3470.53,6941.06,False,不喜欢
ORD00002269,PRD000064,3,144.21,432.63,True,尺寸不合适
ORD00002270,PRD000009,3,66.5,199.5,False,尺寸不合适
ORD00002270,PRD000137,1,66.82,66.82,False,不喜欢
ORD00002270,PRD000093,1,91.32,91.32,False,尺寸不合适
ORD00002271,PRD000182,5,64.72,323.6,False,其他
ORD00002271,PRD000096,2,81.71,163.42,False,尺寸不合适
ORD00002271,PRD000197,1,4589.2,4589.2,False,尺寸不合适
ORD00002271,PRD000093,3,91.32,273.96,False,尺寸不合适
ORD00002272,PRD000114,2,16.28,32.56,False,质量问题
ORD00002272,PRD000052,1,52.45,52.45,False,其他
ORD00002272,PRD000177,4,223.96,895.84,False,不喜欢
ORD00002272,PRD000117,4,2753.87,11015.48,False,其他
ORD00002272,PRD000166,4,61.79,247.16,False,质量问题
ORD00002273,PRD000002,1,250.5,250.5,True,不喜欢
ORD00002273,PRD000109,4,920.07,3680.28,False,尺寸不合适
ORD00002273,PRD000008,5,29.07,145.35,False,尺寸不合适
ORD00002273,PRD000118,5,3902.48,19512.4,False,不喜欢
ORD00002273,PRD000123,4,33.53,134.12,True,不喜欢
ORD00002274,PRD000143,4,55.16,220.64,False,质量问题
ORD00002274,PRD000032,5,99.18,495.90000000000003,False,尺寸不合适
ORD00002275,PRD000082,4,83.92,335.68,False,质量问题
ORD00002275,PRD000180,4,1616.64,6466.56,False,尺寸不合适
ORD00002275,PRD000073,5,69.33,346.65,False,质量问题
ORD00002275,PRD000121,4,140.94,563.76,False,质量问题
ORD00002276,PRD000112,5,103.79,518.95,True,质量问题
ORD00002276,PRD000105,2,697.61,1395.22,False,不喜欢
ORD00002276,PRD000015,1,1052.2,1052.2,True,不喜欢
ORD00002276,PRD000134,1,47.85,47.85,True,尺寸不合适
ORD00002276,PRD000141,1,30.89,30.89,False,尺寸不合适
ORD00002277,PRD000063,4,166.02,664.08,False,不喜欢
ORD00002277,PRD000022,4,150.94,603.76,False,不喜欢
ORD00002277,PRD000122,5,114.65,573.25,True,不喜欢
ORD00002277,PRD000025,3,45.71,137.13,True,尺寸不合适
ORD00002278,PRD000012,3,4791.22,14373.66,True,尺寸不合适
ORD00002278,PRD000010,5,236.62,1183.1,True,质量问题
ORD00002278,PRD000152,4,3967.02,15868.08,True,尺寸不合适
ORD00002278,PRD000133,4,3880.46,15521.84,True,尺寸不合适
ORD00002279,PRD000167,5,130.0,650.0,False,不喜欢
ORD00002279,PRD000145,4,54.19,216.76,False,质量问题
ORD00002279,PRD000105,2,697.61,1395.22,False,尺寸不合适
ORD00002279,PRD000125,5,68.29,341.45000000000005,False,尺寸不合适
ORD00002279,PRD000037,1,89.07,89.07,False,尺寸不合适
ORD00002280,PRD000141,3,30.89,92.67,False,不喜欢
ORD00002280,PRD000050,2,131.15,262.3,False,尺寸不合适
ORD00002280,PRD000182,5,64.72,323.6,False,质量问题
ORD00002281,PRD000165,4,133.14,532.56,False,尺寸不合适
ORD00002281,PRD000015,3,1052.2,3156.6000000000004,False,不喜欢
ORD00002282,PRD000145,5,54.19,270.95,False,尺寸不合适
ORD00002282,PRD000049,2,98.52,197.04,True,不喜欢
ORD00002282,PRD000071,5,2676.1,13380.5,True,质量问题
ORD00002283,PRD000130,4,323.79,1295.16,False,尺寸不合适
ORD00002283,PRD000134,5,47.85,239.25,False,尺寸不合适
ORD00002283,PRD000055,4,65.12,260.48,False,质量问题
ORD00002283,PRD000092,1,25.93,25.93,False,尺寸不合适
ORD00002284,PRD000176,1,26.1,26.1,False,尺寸不合适
ORD00002284,PRD000197,1,4589.2,4589.2,False,尺寸不合适
ORD00002284,PRD000190,1,49.42,49.42,False,尺寸不合适
ORD00002284,PRD000042,4,84.48,337.92,False,尺寸不合适
ORD00002285,PRD000007,3,224.61,673.83,True,尺寸不合适
ORD00002285,PRD000048,5,233.84,1169.2,False,不喜欢
ORD00002286,PRD000004,3,43.92,131.76,False,质量问题
ORD00002286,PRD000093,4,91.32,365.28,True,质量问题
ORD00002286,PRD000024,4,85.85,343.4,False,不喜欢
ORD00002287,PRD000167,4,130.0,520.0,False,尺寸不合适
ORD00002287,PRD000068,2,864.38,1728.76,False,尺寸不合适
ORD00002287,PRD000100,5,17.25,86.25,False,质量问题
ORD00002287,PRD000130,5,323.79,1618.95,False,质量问题
ORD00002287,PRD000018,4,115.8,463.2,False,不喜欢
ORD00002288,PRD000100,5,17.25,86.25,False,不喜欢
ORD00002288,PRD000182,4,64.72,258.88,False,质量问题
ORD00002288,PRD000015,1,1052.2,1052.2,False,尺寸不合适
ORD00002288,PRD000141,4,30.89,123.56,False,质量问题
ORD00002288,PRD000136,3,75.12,225.36,True,质量问题
ORD00002289,PRD000187,3,32.11,96.33,True,尺寸不合适
ORD00002289,PRD000102,1,1240.77,1240.77,True,不喜欢
ORD00002289,PRD000134,4,47.85,191.4,False,尺寸不合适
ORD00002290,PRD000013,2,22.73,45.46,False,质量问题
ORD00002291,PRD000057,3,232.45,697.3499999999999,False,不喜欢
ORD00002291,PRD000051,1,278.75,278.75,False,尺寸不合适
ORD00002291,PRD000053,2,285.0,570.0,False,不喜欢
ORD00002291,PRD000008,5,29.07,145.35,False,质量问题
ORD00002291,PRD000175,2,40.04,80.08,False,不喜欢
ORD00002292,PRD000170,5,3470.53,17352.65,False,尺寸不合适
ORD00002292,PRD000078,1,2165.45,2165.45,True,尺寸不合适
ORD00002292,PRD000009,1,66.5,66.5,True,尺寸不合适
ORD00002292,PRD000071,5,2676.1,13380.5,True,质量问题
ORD00002292,PRD000052,4,52.45,209.8,True,质量问题
ORD00002293,PRD000181,3,117.31,351.93,False,不喜欢
ORD00002293,PRD000094,2,10.95,21.9,False,尺寸不合适
ORD00002294,PRD000078,4,2165.45,8661.8,True,尺寸不合适
ORD00002295,PRD000087,3,4708.14,14124.420000000002,False,质量问题
ORD00002295,PRD000093,1,91.32,91.32,False,尺寸不合适
ORD00002295,PRD000130,1,323.79,323.79,False,尺寸不合适
ORD00002296,PRD000191,2,123.53,247.06,False,质量问题
ORD00002296,PRD000152,3,3967.02,11901.06,False,尺寸不合适
ORD00002296,PRD000077,2,76.19,152.38,False,尺寸不合适
ORD00002297,PRD000200,2,20.26,40.52,True,尺寸不合适
ORD00002297,PRD000065,2,91.85,183.7,False,质量问题
ORD00002298,PRD000112,2,103.79,207.58,False,不喜欢
ORD00002299,PRD000040,2,11.49,22.98,False,尺寸不合适
ORD00002300,PRD000092,4,25.93,103.72,False,不喜欢
ORD00002300,PRD000102,3,1240.77,3722.31,False,不喜欢
ORD00002301,PRD000065,3,91.85,275.54999999999995,False,不喜欢
ORD00002301,PRD000037,5,89.07,445.34999999999997,False,尺寸不合适
ORD00002301,PRD000185,1,427.11,427.11,False,不喜欢
ORD00002302,PRD000169,1,150.15,150.15,False,不喜欢
ORD00002302,PRD000001,4,22.36,89.44,False,尺寸不合适
ORD00002302,PRD000107,2,66.62,133.24,False,尺寸不合适
ORD00002302,PRD000015,2,1052.2,2104.4,False,尺寸不合适
ORD00002302,PRD000056,4,3309.59,13238.36,False,尺寸不合适
ORD00002303,PRD000075,1,2153.56,2153.56,True,不喜欢
ORD00002304,PRD000075,4,2153.56,8614.24,True,质量问题
ORD00002304,PRD000031,2,139.58,279.16,False,尺寸不合适
ORD00002305,PRD000020,1,104.7,104.7,False,尺寸不合适
ORD00002305,PRD000190,3,49.42,148.26,False,质量问题
ORD00002305,PRD000129,1,182.45,182.45,False,不喜欢
ORD00002305,PRD000169,4,150.15,600.6,False,不喜欢
ORD00002306,PRD000029,4,19.29,77.16,True,不喜欢
ORD00002306,PRD000130,2,323.79,647.58,True,质量问题
ORD00002306,PRD000176,2,26.1,52.2,False,尺寸不合适
ORD00002307,PRD000144,2,45.58,91.16,True,尺寸不合适
ORD00002307,PRD000017,5,1849.98,9249.9,True,尺寸不合适
ORD00002307,PRD000159,5,87.69,438.45,False,质量问题
ORD00002307,PRD000023,2,58.3,116.6,False,尺寸不合适
ORD00002308,PRD000170,3,3470.53,10411.59,True,尺寸不合适
ORD00002308,PRD000062,2,156.35,312.7,True,不喜欢
ORD00002308,PRD000006,1,44.65,44.65,False,尺寸不合适
ORD00002308,PRD000075,5,2153.56,10767.8,False,尺寸不合适
ORD00002309,PRD000171,5,74.82,374.09999999999997,True,尺寸不合适
ORD00002309,PRD000098,2,28.25,56.5,True,质量问题
ORD00002309,PRD000040,5,11.49,57.45,True,尺寸不合适
ORD00002310,PRD000154,2,15.4,30.8,True,质量问题
ORD00002310,PRD000195,3,60.01,180.03,True,质量问题
ORD00002311,PRD000110,2,311.48,622.96,True,不喜欢
ORD00002312,PRD000089,2,131.26,262.52,False,尺寸不合适
ORD00002312,PRD000072,2,153.44,306.88,False,质量问题
ORD00002312,PRD000062,2,156.35,312.7,False,不喜欢
ORD00002313,PRD000026,4,121.65,486.6,True,质量问题
ORD00002313,PRD000018,1,115.8,115.8,False,尺寸不合适
ORD00002313,PRD000065,2,91.85,183.7,False,尺寸不合适
ORD00002313,PRD000140,1,175.78,175.78,False,质量问题
ORD00002313,PRD000135,2,1324.3,2648.6,True,不喜欢
ORD00002314,PRD000102,4,1240.77,4963.08,False,尺寸不合适
ORD00002314,PRD000010,2,236.62,473.24,True,不喜欢
ORD00002314,PRD000184,2,116.72,233.44,False,尺寸不合适
ORD00002314,PRD000148,5,60.34,301.70000000000005,False,尺寸不合适
ORD00002314,PRD000034,2,266.68,533.36,False,质量问题
ORD00002315,PRD000147,5,99.28,496.4,False,尺寸不合适
ORD00002315,PRD000081,3,23.57,70.71000000000001,False,尺寸不合适
ORD00002316,PRD000162,1,149.44,149.44,False,质量问题
ORD00002316,PRD000094,1,10.95,10.95,True,尺寸不合适
ORD00002316,PRD000072,4,153.44,613.76,False,质量问题
ORD00002316,PRD000178,3,73.66,220.98,True,质量问题
ORD00002316,PRD000105,3,697.61,2092.83,True,质量问题
ORD00002317,PRD000019,5,85.61,428.05,False,尺寸不合适
ORD00002317,PRD000073,5,69.33,346.65,False,质量问题
ORD00002317,PRD000048,2,233.84,467.68,False,质量问题
ORD00002317,PRD000154,5,15.4,77.0,False,不喜欢
ORD00002317,PRD000109,3,920.07,2760.21,True,不喜欢
ORD00002318,PRD000050,3,131.15,393.45000000000005,False,尺寸不合适
ORD00002318,PRD000149,2,18.73,37.46,False,质量问题
ORD00002318,PRD000160,2,4855.63,9711.26,True,质量问题
ORD00002318,PRD000188,3,429.49,1288.47,True,不喜欢
ORD00002318,PRD000038,3,25.35,76.05000000000001,True,尺寸不合适
ORD00002319,PRD000158,4,286.26,1145.04,False,尺寸不合适
ORD00002319,PRD000107,1,66.62,66.62,True,尺寸不合适
ORD00002319,PRD000143,1,55.16,55.16,False,质量问题
ORD00002319,PRD000009,5,66.5,332.5,False,不喜欢
ORD00002319,PRD000126,5,115.7,578.5,False,质量问题
ORD00002320,PRD000079,3,42.88,128.64000000000001,False,尺寸不合适
ORD00002320,PRD000145,1,54.19,54.19,False,尺寸不合适
ORD00002321,PRD000136,4,75.12,300.48,False,尺寸不合适
ORD00002322,PRD000038,2,25.35,50.7,False,尺寸不合适
ORD00002322,PRD000026,3,121.65,364.95000000000005,False,不喜欢
ORD00002322,PRD000021,4,53.83,215.32,True,尺寸不合适
ORD00002322,PRD000078,4,2165.45,8661.8,True,不喜欢
ORD00002323,PRD000147,1,99.28,99.28,False,质量问题
ORD00002323,PRD000047,3,1342.8,4028.3999999999996,False,尺寸不合适
ORD00002323,PRD000055,2,65.12,130.24,False,质量问题
ORD00002324,PRD000071,5,2676.1,13380.5,False,其他
ORD00002324,PRD000098,4,28.25,113.0,False,质量问题
ORD00002324,PRD000126,2,115.7,231.4,False,尺寸不合适
ORD00002325,PRD000140,5,175.78,878.9,False,质量问题
ORD00002325,PRD000199,3,179.9,539.7,False,不喜欢
ORD00002325,PRD000037,4,89.07,356.28,False,不喜欢
ORD00002325,PRD000011,2,14.89,29.78,False,尺寸不合适
ORD00002326,PRD000105,4,697.61,2790.44,False,尺寸不合适
ORD00002326,PRD000005,4,386.1,1544.4,False,尺寸不合适
ORD00002326,PRD000058,4,56.98,227.92,False,尺寸不合适
ORD00002326,PRD000123,2,33.53,67.06,False,尺寸不合适
ORD00002326,PRD000094,3,10.95,32.849999999999994,False,尺寸不合适
ORD00002327,PRD000049,5,98.52,492.59999999999997,True,质量问题
ORD00002327,PRD000016,5,33.17,165.85000000000002,True,质量问题
ORD00002327,PRD000028,3,169.83,509.49,False,不喜欢
ORD00002327,PRD000189,1,23.62,23.62,True,质量问题
ORD00002327,PRD000188,2,429.49,858.98,True,不喜欢
ORD00002328,PRD000083,1,99.78,99.78,False,质量问题
ORD00002328,PRD000151,5,68.96,344.79999999999995,False,质量问题
ORD00002328,PRD000011,1,14.89,14.89,False,尺寸不合适
ORD00002328,PRD000019,5,85.61,428.05,False,尺寸不合适
ORD00002328,PRD000166,1,61.79,61.79,False,尺寸不合适
ORD00002329,PRD000074,2,168.28,336.56,True,不喜欢
ORD00002329,PRD000192,3,108.65,325.95000000000005,False,尺寸不合适
ORD00002329,PRD000155,3,26.78,80.34,False,尺寸不合适
ORD00002329,PRD000105,2,697.61,1395.22,False,不喜欢
ORD00002329,PRD000018,3,115.8,347.4,False,尺寸不合适
ORD00002330,PRD000112,1,103.79,103.79,False,尺寸不合适
ORD00002331,PRD000038,1,25.35,25.35,False,尺寸不合适
ORD00002331,PRD000014,4,137.73,550.92,False,质量问题
ORD00002331,PRD000171,4,74.82,299.28,False,不喜欢
ORD00002331,PRD000077,4,76.19,304.76,False,质量问题
ORD00002331,PRD000150,4,91.04,364.16,False,尺寸不合适
ORD00002332,PRD000019,2,85.61,171.22,False,尺寸不合适
ORD00002332,PRD000091,4,26.02,104.08,True,不喜欢
ORD00002333,PRD000184,3,116.72,350.15999999999997,True,尺寸不合适
ORD00002333,PRD000099,1,44.44,44.44,True,尺寸不合适
ORD00002333,PRD000021,1,53.83,53.83,False,其他
ORD00002333,PRD000175,3,40.04,120.12,False,质量问题
ORD00002334,PRD000052,1,52.45,52.45,False,不喜欢
ORD00002334,PRD000094,3,10.95,32.849999999999994,False,不喜欢
ORD00002334,PRD000039,2,150.35,300.7,False,尺寸不合适
ORD00002335,PRD000096,3,81.71,245.13,True,质量问题
ORD00002336,PRD000139,5,467.89,2339.45,False,质量问题
ORD00002336,PRD000077,3,76.19,228.57,False,尺寸不合适
ORD00002336,PRD000176,1,26.1,26.1,False,质量问题
ORD00002337,PRD000161,2,124.59,249.18,True,尺寸不合适
ORD00002337,PRD000029,4,19.29,77.16,True,尺寸不合适
ORD00002337,PRD000156,1,90.81,90.81,True,质量问题
ORD00002338,PRD000113,3,80.97,242.91,False,不喜欢
ORD00002339,PRD000070,5,176.38,881.9,False,质量问题
ORD00002339,PRD000094,5,10.95,54.75,False,质量问题
ORD00002340,PRD000105,2,697.61,1395.22,False,其他
ORD00002340,PRD000194,4,41.47,165.88,True,尺寸不合适
ORD00002340,PRD000140,1,175.78,175.78,False,尺寸不合适
ORD00002340,PRD000132,3,22.12,66.36,True,质量问题
ORD00002340,PRD000052,5,52.45,262.25,True,不喜欢
ORD00002341,PRD000058,3,56.98,170.94,True,质量问题
ORD00002341,PRD000073,3,69.33,207.99,True,不喜欢
ORD00002342,PRD000050,1,131.15,131.15,True,尺寸不合适
ORD00002342,PRD000084,2,94.31,188.62,False,不喜欢
ORD00002343,PRD000132,1,22.12,22.12,False,质量问题
ORD00002344,PRD000077,1,76.19,76.19,False,不喜欢
ORD00002344,PRD000099,5,44.44,222.2,False,质量问题
ORD00002344,PRD000023,1,58.3,58.3,False,质量问题
ORD00002344,PRD000099,1,44.44,44.44,False,尺寸不合适
ORD00002345,PRD000007,1,224.61,224.61,False,质量问题
ORD00002345,PRD000054,1,135.25,135.25,False,质量问题
ORD00002346,PRD000176,4,26.1,104.4,True,不喜欢
ORD00002346,PRD000196,1,20.36,20.36,False,尺寸不合适
ORD00002346,PRD000118,5,3902.48,19512.4,False,质量问题
ORD00002346,PRD000021,4,53.83,215.32,False,尺寸不合适
ORD00002346,PRD000087,3,4708.14,14124.420000000002,False,尺寸不合适
ORD00002347,PRD000179,2,92.1,184.2,False,质量问题
ORD00002347,PRD000136,4,75.12,300.48,False,尺寸不合适
ORD00002347,PRD000159,1,87.69,87.69,False,不喜欢
ORD00002347,PRD000200,2,20.26,40.52,False,质量问题
ORD00002348,PRD000007,2,224.61,449.22,True,质量问题
ORD00002348,PRD000117,1,2753.87,2753.87,True,不喜欢
ORD00002348,PRD000166,1,61.79,61.79,False,尺寸不合适
ORD00002349,PRD000147,4,99.28,397.12,True,尺寸不合适
ORD00002349,PRD000082,5,83.92,419.6,True,质量问题
ORD00002349,PRD000068,5,864.38,4321.9,False,尺寸不合适
ORD00002350,PRD000154,1,15.4,15.4,True,质量问题
ORD00002350,PRD000154,4,15.4,61.6,True,不喜欢
ORD00002351,PRD000191,2,123.53,247.06,False,尺寸不合适
ORD00002352,PRD000195,3,60.01,180.03,False,尺寸不合适
ORD00002352,PRD000193,1,36.48,36.48,False,尺寸不合适
ORD00002352,PRD000101,1,6.0,6.0,False,尺寸不合适
ORD00002352,PRD000149,2,18.73,37.46,False,质量问题
ORD00002353,PRD000086,3,56.88,170.64000000000001,False,质量问题
ORD00002353,PRD000139,4,467.89,1871.56,False,质量问题
ORD00002353,PRD000164,4,149.61,598.44,False,质量问题
ORD00002354,PRD000138,5,206.57,1032.85,False,质量问题
ORD00002354,PRD000017,3,1849.98,5549.9400000000005,False,质量问题
ORD00002354,PRD000044,1,44.1,44.1,True,尺寸不合适
ORD00002354,PRD000197,5,4589.2,22946.0,True,不喜欢
ORD00002354,PRD000139,3,467.89,1403.67,False,质量问题
ORD00002355,PRD000116,4,138.88,555.52,False,质量问题
ORD00002355,PRD000094,5,10.95,54.75,False,不喜欢
ORD00002356,PRD000170,4,3470.53,13882.12,False,不喜欢
ORD00002357,PRD000167,2,130.0,260.0,True,尺寸不合适
ORD00002357,PRD000038,2,25.35,50.7,True,质量问题
ORD00002357,PRD000135,5,1324.3,6621.5,False,质量问题
ORD00002358,PRD000177,1,223.96,223.96,False,质量问题
ORD00002358,PRD000112,3,103.79,311.37,False,尺寸不合适
ORD00002358,PRD000185,1,427.11,427.11,False,尺寸不合适
ORD00002358,PRD000083,1,99.78,99.78,False,其他
ORD00002359,PRD000077,5,76.19,380.95,False,质量问题
ORD00002359,PRD000111,1,274.96,274.96,False,质量问题
ORD00002360,PRD000118,1,3902.48,3902.48,True,尺寸不合适
ORD00002360,PRD000199,5,179.9,899.5,True,质量问题
ORD00002361,PRD000145,5,54.19,270.95,False,尺寸不合适
ORD00002361,PRD000110,5,311.48,1557.4,False,尺寸不合适
ORD00002361,PRD000034,5,266.68,1333.4,False,质量问题
ORD00002361,PRD000031,5,139.58,697.9000000000001,False,尺寸不合适
ORD00002362,PRD000014,3,137.73,413.18999999999994,False,不喜欢
ORD00002362,PRD000130,1,323.79,323.79,True,尺寸不合适
ORD00002362,PRD000081,2,23.57,47.14,True,不喜欢
ORD00002362,PRD000060,2,2837.29,5674.58,True,质量问题
ORD00002363,PRD000173,2,4433.55,8867.1,False,其他
ORD00002363,PRD000083,4,99.78,399.12,True,尺寸不合适
ORD00002363,PRD000097,3,74.34,223.02,True,不喜欢
ORD00002364,PRD000059,4,483.38,1933.52,False,质量问题
ORD00002364,PRD000016,4,33.17,132.68,False,尺寸不合适
ORD00002364,PRD000056,4,3309.59,13238.36,False,尺寸不合适
ORD00002364,PRD000048,4,233.84,935.36,False,不喜欢
ORD00002364,PRD000189,2,23.62,47.24,False,尺寸不合适
ORD00002365,PRD000146,5,190.35,951.75,True,尺寸不合适
ORD00002365,PRD000013,1,22.73,22.73,False,尺寸不合适
ORD00002365,PRD000171,5,74.82,374.09999999999997,False,尺寸不合适
ORD00002366,PRD000121,3,140.94,422.82,False,不喜欢
ORD00002366,PRD000198,2,2366.1,4732.2,False,不喜欢
ORD00002366,PRD000010,1,236.62,236.62,False,尺寸不合适
ORD00002366,PRD000181,2,117.31,234.62,True,不喜欢
ORD00002367,PRD000084,2,94.31,188.62,False,尺寸不合适
ORD00002367,PRD000101,1,6.0,6.0,False,尺寸不合适
ORD00002367,PRD000151,3,68.96,206.88,False,尺寸不合适
ORD00002368,PRD000060,5,2837.29,14186.45,False,质量问题
ORD00002368,PRD000069,2,119.35,238.7,False,尺寸不合适
ORD00002368,PRD000007,5,224.61,1123.0500000000002,False,质量问题
ORD00002369,PRD000075,3,2153.56,6460.68,False,尺寸不合适
ORD00002369,PRD000009,1,66.5,66.5,False,尺寸不合适
ORD00002370,PRD000169,3,150.15,450.45000000000005,False,质量问题
ORD00002370,PRD000079,4,42.88,171.52,False,尺寸不合适
ORD00002370,PRD000103,5,299.45,1497.25,False,尺寸不合适
ORD00002370,PRD000120,3,59.83,179.49,False,尺寸不合适
ORD00002370,PRD000167,1,130.0,130.0,False,尺寸不合适
ORD00002371,PRD000025,2,45.71,91.42,False,尺寸不合适
ORD00002371,PRD000118,3,3902.48,11707.44,False,尺寸不合适
ORD00002371,PRD000038,5,25.35,126.75,False,质量问题
ORD00002372,PRD000155,1,26.78,26.78,False,尺寸不合适
ORD00002372,PRD000005,5,386.1,1930.5,True,质量问题
ORD00002372,PRD000188,1,429.49,429.49,True,尺寸不合适
ORD00002372,PRD000197,5,4589.2,22946.0,False,尺寸不合适
ORD00002373,PRD000157,1,93.78,93.78,False,尺寸不合适
ORD00002373,PRD000027,3,48.45,145.35000000000002,False,质量问题
ORD00002373,PRD000087,2,4708.14,9416.28,False,质量问题
ORD00002373,PRD000007,3,224.61,673.83,False,尺寸不合适
ORD00002373,PRD000079,3,42.88,128.64000000000001,False,尺寸不合适
ORD00002374,PRD000115,3,81.24,243.71999999999997,False,不喜欢
ORD00002374,PRD000122,2,114.65,229.3,False,不喜欢
ORD00002375,PRD000074,2,168.28,336.56,True,质量问题
ORD00002375,PRD000119,1,142.98,142.98,False,质量问题
ORD00002375,PRD000137,4,66.82,267.28,False,质量问题
ORD00002375,PRD000149,1,18.73,18.73,True,尺寸不合适
ORD00002375,PRD000045,5,54.02,270.1,True,质量问题
ORD00002376,PRD000125,3,68.29,204.87,False,质量问题
ORD00002376,PRD000054,3,135.25,405.75,False,尺寸不合适
ORD00002377,PRD000118,5,3902.48,19512.4,True,质量问题
ORD00002377,PRD000167,2,130.0,260.0,True,质量问题
ORD00002377,PRD000017,3,1849.98,5549.9400000000005,False,尺寸不合适
ORD00002378,PRD000103,4,299.45,1197.8,True,尺寸不合适
ORD00002378,PRD000183,4,64.11,256.44,False,质量问题
ORD00002378,PRD000089,4,131.26,525.04,True,尺寸不合适
ORD00002379,PRD000083,4,99.78,399.12,True,尺寸不合适
ORD00002379,PRD000011,5,14.89,74.45,True,质量问题
ORD00002380,PRD000062,3,156.35,469.04999999999995,False,质量问题
ORD00002380,PRD000119,5,142.98,714.9,False,不喜欢
ORD00002381,PRD000131,5,212.0,1060.0,False,尺寸不合适
ORD00002381,PRD000109,2,920.07,1840.14,False,尺寸不合适
ORD00002381,PRD000129,2,182.45,364.9,False,尺寸不合适
ORD00002381,PRD000156,5,90.81,454.05,False,尺寸不合适
ORD00002382,PRD000085,4,206.31,825.24,True,不喜欢
ORD00002382,PRD000012,3,4791.22,14373.66,True,尺寸不合适
ORD00002383,PRD000044,4,44.1,176.4,False,不喜欢
ORD00002383,PRD000125,5,68.29,341.45000000000005,False,质量问题
ORD00002384,PRD000104,5,39.9,199.5,False,尺寸不合适
ORD00002384,PRD000035,2,311.41,622.82,False,尺寸不合适
ORD00002384,PRD000154,3,15.4,46.2,False,质量问题
ORD00002384,PRD000100,5,17.25,86.25,False,质量问题
ORD00002385,PRD000030,3,87.8,263.4,False,尺寸不合适
ORD00002385,PRD000114,2,16.28,32.56,False,尺寸不合适
ORD00002386,PRD000080,2,2304.29,4608.58,True,质量问题
ORD00002387,PRD000069,2,119.35,238.7,False,尺寸不合适
ORD00002388,PRD000132,3,22.12,66.36,True,尺寸不合适
ORD00002388,PRD000191,2,123.53,247.06,True,尺寸不合适
ORD00002388,PRD000058,1,56.98,56.98,True,不喜欢
ORD00002389,PRD000048,5,233.84,1169.2,False,不喜欢
ORD00002389,PRD000119,1,142.98,142.98,True,质量问题
